ANGER /// 	     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.	
SADNESS /// 	Venus Williams is having a horrible day at the office 	
SADNESS /// 	Last business day of the month is the wrong time to get new tags. About 45 people    	
SADNESS /// 	This headache is killing me yet I need to cover some boring police event. 	
SADNESS /// 	Just found out one of my ankles is swollen...eeks now it hurts 	
SADNESS /// 	#MQM has opted to strike, May 12th - Altaf bhai to unveil what really happened in #Karachi  http://tinyurl.com/c73ehq	
SADNESS /// 	@MISSCOKASPLASH yay but you missed naptime 	
SADNESS /// 	Been sick all week and still not feeling so well, can't go to Lena's cook-out  Gunna spend some time with the fam!	
SADNESS /// 	I think I tricked out my ankle during cardio yesterday.  I'm getting old.	
SADNESS /// 	I think I'm running a fever and not feeling so well! 	
SADNESS /// 	I'm really tired today - I must have slept very badly... I'm glad it's an &quot;off&quot; Friday, but I've still got a ton of stuff to get done  #fb	
SADNESS /// 	Ready to go into work now.  cannot be bothered.	
SADNESS /// 	@xXHAZELXx Don't think you would be happy if you were... 	
SADNESS /// 	@Oblivion I know! I miss her... 	
SADNESS /// 	I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting 	
SADNESS /// 	Trying to get some sleep but cant  i gotta wake up early for my doctors appointment too ugh!!	
SADNESS /// 	is feeling very sick 	
SADNESS /// 	@Nora_78 I'm sowwy u have to work w/an idiot. I will call u if u want. Just to break up ur day. 	
SADNESS /// 	I really, really want a golden retriever. Too bad I won't be living in a home where she could run around for about 10 years 	
SADNESS /// 	I'm at home recovering from major liver surgery.  In alot of pain. 	
SADNESS /// 	@xoshayzers I'm sorry. 	
SADNESS /// 	I can't believe it's 9am and i'm awake, and i have to start getting ready soon. I hate the doctor's 	
SADNESS /// 	iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt	
SADNESS /// 	The bunny is longing for the hoodie she left in the car   brrr....	
SADNESS /// 	At work... What a miserable day 	
SADNESS /// 	@kerryisonfire i just went to find that unity girl on bebo, i cant find her! i fail at bebo stalking 	
SADNESS /// 	@thewhitemage It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now 	
SADNESS /// 	I have a stupid headache on my day off. 	
SADNESS /// 	@littlefluffycat hehe--sorry.  I've never been very good at blending in... 	
SADNESS /// 	@MommaSalty Aw, sorry about your cat   No worries about the blankets, I was just wondering, I'm in no rush, take your time!	
SADNESS /// 	I burnt myself 	
SADNESS /// 	I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad	
SADNESS /// 	hoping i didn't fail english. that would just be sad 	
SADNESS /// 	 my tummy hurts!	
SADNESS /// 	Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?  	
SADNESS /// 	I failed my maths exam today. fxxxmylife 	
SADNESS /// 	@ColeyRenee I miss you terribly  	
SADNESS /// 	Poor balcony sealer guy. Stuck in the rain.   http://mypict.me/20Oh	
SADNESS /// 	Guess I have to go back and scrape out the oven now. Blerg 	
SADNESS /// 	@itsbecca not playing here either 	
SADNESS /// 	Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see...	
SADNESS /// 	Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can't keep up 	
SADNESS /// 	im hungry.due to last night's dinner..or lack there of.. someone take care of me 	
SADNESS /// 	@jpaola no money no honey! hehe too soon  sorry	
SADNESS /// 	@itsjustgoldie Why are you insulting me? What did I do to you? 	
SADNESS /// 	Heading to yale.. Grandmother in car accident 	
SADNESS /// 	Back home from the Wookie household. Now to dive into edits on Nemesis.  Or maybe I should work on Dusk of Death. Hmm...	
SADNESS /// 	I is so lonely 	
SADNESS /// 	@1mgoldstars morning  about to tackle armhole prob - may have a solution not involving tape, will update you!	
SADNESS /// 	my car is broke 	
SADNESS /// 	@KComer yeah &amp; when it goes wrong it's the worst feeling ever 	
SADNESS /// 	lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself 	
SADNESS /// 	@acinerba Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)  	
SADNESS /// 	At school, it's so boring 	
SADNESS /// 	@samigrady traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun... 	
SADNESS /// 	i'm lonely.  i need some hug.	
SADNESS /// 	Being unable to have booze on a Friday, indeed the entire weekend, actually hurts 	
SADNESS /// 	Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help 	
SADNESS /// 	home from work today.....son is sick 	
SADNESS /// 	On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......damn i feel old 	
SADNESS /// 	@xxmarypoppinsxx OMG!!! That's a nightmare 	
SADNESS /// 	exams are the worst mahn!! 2 to go 	
SADNESS /// 	@AngelIVXXX I tried to DM you but your not following me 	
SADNESS /// 	#BGT Quite an awkward moment, poor girl  I hope she doesn't loose it again.	
SADNESS /// 	just went to the dentist my mouth hurts and I can't eat until 8 	
SADNESS /// 	I wish I was out of school...But sadly, I still have like another month left. 	
SADNESS /// 	@cazp09  lol y? is it really gross??  i'm HUNGRY and theres nothin to have  	
SADNESS /// 	@MistressJett Ouch, I'm sorry then 	
SADNESS /// 	one of my customers just told me his GF ran over her own dog today   how sad?	
SADNESS /// 	@Jerome117 that and being so careless with her vocals. 	
SADNESS /// 	I just got back to London to discover.....still no tickets 	
SADNESS /// 	I'm nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption... 	
SADNESS /// 	Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it 	
SADNESS /// 	I think at this rate.. Ill be in class until 4... Sigh. 	
SADNESS /// 	@momlogic OMG....that is soooo sad.  	
SADNESS /// 	21 days away from being evicted 	
SADNESS /// 	sitting in the car with my cat. he keeps meowing and i feel so bad 	
SADNESS /// 	I miss my cousin so much 	
SADNESS /// 	It's 10.30pm on a Friday night and I'm going to bed. How pathetic. 	
SADNESS /// 	went to Marsee-they changed the store around &amp; I felt as though I was interrupting the staff 	
SADNESS /// 	is sad that shin ae got married...and it wasn't to alex 	
SADNESS /// 	@TheMonkeyBoy I never get them and the hubby is due in next week.. &lt;cries&gt; hope its gone by then 	
SADNESS /// 	Medicine Man Oh Medicine Man where for Art thou? FEELiN.... FAiNt... can't....go .....On (lyin on floor)  `````````	
SADNESS /// 	I think I juz missed my last bus  .. Need to walk home sia - http://tweet.sg	
SADNESS /// 	Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad 	
SADNESS /// 	I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  )	
SADNESS /// 	@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic.	
SADNESS /// 	@Parquette1 Haha! maybe I should try that. The insomnia is kickin' my butt 	
SADNESS /// 	. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed 	
SADNESS /// 	My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa	
SADNESS /// 	Tried Nokia's Ovi music store: &quot;Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system&quot; 	
SADNESS /// 	@DanaBrunetti What up? Why no tweets. Are you also filming in a place w/ no signal?  .Hmmm.	
SADNESS /// 	@jaycool2k I do want to go for Peaches... but also Miss Kittin, pendulum, chase&amp;status and the bloody beetroots! its not fair 	
SADNESS /// 	@egsa I knooooow.  I'm just down on myself today I guess. I'll work on catching up instead. It would take too long to get there now.	
SADNESS /// 	Is dying my hair back to pink. I missed being a cupcake. And I miss my Sherry and Melanie 	
SADNESS /// 	weebo is dying 	
SADNESS /// 	@kevinwilliams yeah I guess so  it makes me very sad though becase the disc is scratched!	
SADNESS /// 	@sarah6800 why r y depressed?  i mite b moving earlyer than i thot	
SADNESS /// 	My knee is killing me 	
SADNESS /// 	at home and sore knee 	
SADNESS /// 	http://twitpic.com/670rw - i miss my puppy 	
SADNESS /// 	my puppy is sick  	
SADNESS /// 	@symphnysldr what's goin on hun?  I'm worried about you 	
SADNESS /// 	@moriagerard Won't really get a break till custody issue is settled and I've moved... another month or so, at least 	
SADNESS /// 	Room is so empty 	
SADNESS /// 	Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth 	
SADNESS /// 	@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo? 	
SADNESS /// 	god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn 	
SADNESS /// 	My poor andrew just had 2 of his wisdom teeth removed.  i wish he'll get better fast.	
SADNESS /// 	@bradleemeredith Awwwww, i'm sorry 	
SADNESS /// 	@KellyFahl Psych has to be better than neuro!  Or at least in a better part of town?  I miss you 	
SADNESS /// 	I feel bad for John and Kate. And the 8. 	
SADNESS /// 	i got a replacement phone and now all my text messages and call history are gone.  I am sad.	
SADNESS /// 	Getting anxious for Blink- 182's new album! 	
SADNESS /// 	im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts... 	
SADNESS /// 	Headache, . . . sad cupcake 	
SADNESS /// 	cant sleep  so tired! goodnight... maybe :/	
SADNESS /// 	watching missy elliot video collection so sad I was told that I looked like her all through high school 	
SADNESS /// 	It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO. 	
SADNESS /// 	Guess I'll be running in a little bit. Accidentally fell asleep 	
SADNESS /// 	Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account 	
SADNESS /// 	went to bed last night with the feeling of a migraine coming and woke up feeling worse. 	
SADNESS /// 	Watching GH. I feel so bad for Carly.  OMG, so fucked up.	
SADNESS /// 	Next weeks dlc is fail  Can't wait for Maiden in two weeks though ;)	
SADNESS /// 	TGIF! What a morning! It's been non-stop &amp; I need coffee. Stayed up late last night trying to get todays work done. Didn't work 	
SADNESS /// 	@EmmaJaney ohh, yeah well. im sick today so i win 	
SADNESS /// 	@ejhildreth I keep trying to invite @ShannonMorgan out, but I think she's afraid of me. 	
SADNESS /// 	Huffy is not having a good day night or life. Poor baby 	
SADNESS /// 	I'm suffering from restless legs and butt syndrome. 	
SADNESS /// 	@c0v89 i dunno..tipsy gave EVERYTHING in the 1st set and still lost..not sure what mental state he was in - but the injury was bad timing 	
SADNESS /// 	i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation 	
SADNESS /// 	UP is the saddest movie i've ever seen 	
SADNESS /// 	I'm wake and sad  what the hells going on 	
SADNESS /// 	i miss oklahomaaaaa  listening to citizen cope til i pass out.	
SADNESS /// 	So tired and I don't know why 	
SADNESS /// 	is not sleeping because he has paperwork to do. 	
SADNESS /// 	im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore 	
SADNESS /// 	@joshtastic1 so you are like the rest of us on this miserable bank holiday.then LOL 	
SADNESS /// 	wants to go see street dreams but it's not playing anywhere near here 	
SADNESS /// 	@AdamBien good luck. An me waiting that they are online, can't be in #JavaONE this year 	
SADNESS /// 	Friday Night and working 	
SADNESS /// 	@JustYassy it wont work for me 	
SADNESS /// 	wish i was home in time for the #jonaswebcast today 	
SADNESS /// 	To eat or not to eat? Its gonna be my last meal for the next 2 weeks. 	
SADNESS /// 	@JoJolike i tried phoning you 	
SADNESS /// 	My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2	
SADNESS /// 	Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . &lt;3	
SADNESS /// 	@itslisali Too bad I can't come!  Enjoy urself tho.	
SADNESS /// 	i went to the doctor. i hav a virus. 	
SADNESS /// 	@Impala_Guy Would luv to hear music too but iÃ¯Â¿Â½m out of batteries - the tv plays besides but i think this is some kind of vampire movie 	
SADNESS /// 	OK its official I&quot;M OLD! at least I feel likewise OLD &amp; TIREDD &amp; WASTED!! 	
SADNESS /// 	Wait...I thought it was 9:50? Don't we have till 10?   #sigjeans	
SADNESS /// 	This sars has really got me down. 	
SADNESS /// 	@alinachka is there anyway you could forgive me?  	
SADNESS /// 	@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!	
SADNESS /// 	I don't feel good 	
SADNESS /// 	@ritzybee yes - it has put a damper on us &quot;getting to know&quot; Georgetown! Instead he is watching tv and I am catching up on invoices. 	
SADNESS /// 	Hey Fused Gaming, FusedGaming Forums have been delayed until 9PM PT/12AM ET tonight... sorry   (abean2007 live &gt; http://ustre.am/1ntp)	
